id,conversation_id,in_reply_to_id,in_reply_to_user_id,in_reply_to_username,quote_id,is_reply,is_quote,is_retweet,is_pinned,is_conversation_controlled,possibly_sensitive,created_at,text,lang,source_client,like_count,retweet_count,reply_count,quote_count,view_count,bookmark_count,url,twitter_url,hashtags,mentioned_usernames,urls_expanded,media_count,media_types,media_urls,card_title,card_description,card_domain,card_url,place_name,place_country,author_id,author_username,author_name,author_description,author_location,author_created_at,author_followers,author_following,author_statuses_count,author_favourites_count,author_media_count,author_is_verified,author_is_blue_verified,author_protected,author_professional_type,author_category,n_times_scraped,source_files,scraper_types,seen_via_quote_of,first_scraped_at,last_scraped_at,on_topic,stance,stance_index,stance_reason,stance_model,error
1852889725528326231,1852889725528326231,,,,,False,False,False,False,False,False,2024-11-03 01:45:10+00:00,"‘Daylight saving time’ is also sometimes called ‘daylight saving,’ ‘daylight savings,’ ‘daylight savings time,’ or ‘daylight time.’

So, listen to your heart.",en,Hootsuite Inc.,1125,181,50,31,67323.0,19,https://x.com/MerriamWebster/status/1852889725528326231,https://twitter.com/MerriamWebster/status/1852889725528326231,,,,0,,,,,,,,,97040343,MerriamWebster,Merriam-Webster,"noun | a reference source containing words alphabetically arranged along with information about their forms, pronunciations, functions, and etymologies","Springfield, MA",2009-12-15 19:07:56+00:00,1141334,1306,38939,26860,7723,False,True,False,,,1,dataset_tweet-scraper_2026-07-19_23-04-25-133.json,tweet-scraper,,2026-07-19 23:04:25.133000+00:00,2026-07-19 23:04:25.133000+00:00,True,No preference,3.0,"The tweet does not express a position on US daylight saving time policy. It simply provides factual information about the different names for daylight saving time and ends with a generic, non-political suggestion ('listen to your heart'). There is no explicit support, opposition, or opinion about the policy itself.",qwen/qwen3-8b,
1852893314409808280,1852893314409808280,,,,,False,False,False,False,False,False,2024-11-03 01:59:25+00:00,Do you think we should stop doing Daylight Savings Time in America ?,en,TweetDeck Web App,17016,519,3988,193,329563.0,24,https://x.com/MAGAPosts/status/1852893314409808280,https://twitter.com/MAGAPosts/status/1852893314409808280,,,,0,,,,,,,,,1592117106,MAGAPosts,MAGA Posts,"“If God is for us, who can be against us?” Romans 8:31 🇺🇸 America First | No Apologies",Trump’s America,2013-07-14 00:26:18+00:00,244954,15030,65016,55407,6240,False,True,False,Business,,1,dataset_tweet-scraper_2026-07-19_23-04-25-133.json,tweet-scraper,,2026-07-19 23:04:25.133000+00:00,2026-07-19 23:04:25.133000+00:00,False,,,"The tweet is a question asking for opinions on whether the US should stop doing Daylight Savings Time. It expresses a position on DST policy by asking if it should be stopped, which indicates a stance in favor of ending DST.",qwen/qwen3-8b,
1853115924431446218,1853115924431446218,,,,,False,False,False,False,False,False,2024-11-03 16:44:00+00:00,"While we may have gotten an extra hour of sleep this morning, it's not worth the hour of sunlight we're losing for the next 6 months.

Let's stop changing the clocks and finally make Daylight Saving Time permanent.",en,TweetDeck Web App,23216,1677,1695,485,1212059.0,206,https://x.com/PattyMurray/status/1853115924431446218,https://twitter.com/PattyMurray/status/1853115924431446218,,,,0,,,,,,,,,293131808,PattyMurray,Senator Patty Murray,"U.S. Senator, Washington state | @SenateApprops Vice Chair | Working every day to help people and solve problems",WA & DC,2011-05-04 20:23:35+00:00,469041,2321,28393,336,5690,False,True,False,,,1,dataset_tweet-scraper_2026-07-19_23-11-27-879.json,tweet-scraper,,2026-07-19 23:11:27.879000+00:00,2026-07-19 23:11:27.879000+00:00,True,"Adopt permanent daylight saving time (clocks stay on summer time all year: later sunrises, later sunsets)",0.0,"The tweet explicitly calls for ending the practice of changing clocks and making daylight saving time permanent, indicating support for the 'permanent daylight saving time' position.",qwen/qwen3-8b,
1854680034155675840,1854680034155675840,,,,,False,False,False,False,False,False,2024-11-08 00:19:13+00:00,I’m personally going to push for an end to daylight savings time. This is the dumbest thing ever. Trump will bring more light to the world.,en,Twitter Web App,150403,10327,7295,997,5012869.0,1286,https://x.com/charliekirk11/status/1854680034155675840,https://twitter.com/charliekirk11/status/1854680034155675840,,,,0,,,,,,,,,292929271,charliekirk11,Charlie Kirk,Founder & CEO: @TPUSA + @TPAction • Host: The Charlie Kirk Show • Click the link below to subscribe 🇺🇸,"Phoenix, AZ",2011-05-04 13:37:25+00:00,6186042,182118,71543,37932,12049,False,True,False,,,1,dataset_tweet-scraper_2026-07-19_23-04-25-133.json,tweet-scraper,,2026-07-19 23:04:25.133000+00:00,2026-07-19 23:04:25.133000+00:00,True,"Adopt permanent daylight saving time (clocks stay on summer time all year: later sunrises, later sunsets)",0.0,"The tweet expresses a desire to end daylight saving time, which aligns with the position of adopting permanent daylight saving time (i.e., keeping the clocks set to summer time year-round). The phrase 'push for an end to daylight savings time' indicates a preference for a permanent shift, not reverting to standard time.",qwen/qwen3-8b,
1861788543133130945,1861788543133130945,,,,,False,False,False,False,False,False,2024-11-27 15:05:53+00:00,All I want for my birthday is the abolishment of Daylight Savings Time.,en,Twitter for iPhone,9323,1423,1741,247,54452857.0,182,https://x.com/ICannot_Enough/status/1861788543133130945,https://twitter.com/ICannot_Enough/status/1861788543133130945,,,,0,,,,,,https://twitter.com,,,367237480,ICannot_Enough,James Stephenson,@ElonMusk and I own Tesla (along with several other people).,Florida,2011-09-03 16:36:48+00:00,299796,704,53832,50477,18368,False,True,False,,,1,dataset_tweet-scraper_2026-07-19_23-04-25-133.json,tweet-scraper,,2026-07-19 23:04:25.133000+00:00,2026-07-19 23:04:25.133000+00:00,True,"Adopt permanent daylight saving time (clocks stay on summer time all year: later sunrises, later sunsets)",0.0,"The tweet expresses a desire to abolish Daylight Saving Time, which implies a preference for a permanent change to the current system. This aligns with the position of adopting permanent daylight saving time (i.e., keeping clocks on summer time all year), as opposed to reverting to standard time or maintaining the current practice of changing clocks twice a year.",qwen/qwen3-8b,
1861908225412517958,1861908225412517958,,,,,False,False,False,False,False,False,2024-11-27 23:01:28+00:00,"BREAKING: Dr Andrew Huberman comes out against Daylight Savings Time, says it is un-biological and should be abolished as standard time is closest to natural circadian rhythms",en,Twitter for iPhone,53364,6321,2462,504,1597810.0,833,https://x.com/JackPosobiec/status/1861908225412517958,https://twitter.com/JackPosobiec/status/1861908225412517958,,,,0,,,,,,,,,592730371,JackPosobiec,Jack Posobiec,Long Live Charlie Kirk. @HumanEvents. Navy intel vet. NYT Bestselling Anti-Communist Author. @TPUSA. The @AngryGoTFan,,2012-05-28 13:31:22+00:00,3294159,989,326607,192010,35873,False,True,False,Creator,Polish Restaurant,1,dataset_tweet-scraper_2026-07-19_23-04-25-133.json,tweet-scraper,,2026-07-19 23:04:25.133000+00:00,2026-07-19 23:04:25.133000+00:00,True,"Adopt permanent standard time (clocks stay on winter time all year: earlier sunrises, earlier sunsets)",1.0,"The tweet expresses opposition to Daylight Saving Time (DST) and supports the adoption of permanent standard time, as it cites that standard time is 'closest to natural circadian rhythms' and that DST is 'un-biological'.",qwen/qwen3-8b,
1864049295214739920,1864049295214739920,,,,,False,False,False,False,False,False,2024-12-03 20:49:18+00:00,"Musk, Ramaswamy considering ending daylight savings time as a part of the @DOGE program",en,Twitter Web App,9892,539,532,330,796696.0,119,https://x.com/Breaking911/status/1864049295214739920,https://twitter.com/Breaking911/status/1864049295214739920,,DOGE,,0,,,,,,,,,375721095,Breaking911,Breaking911,America’s #1 Alternative News Source | Founded September 2011,Nashville,2011-09-18 16:36:06+00:00,2129157,465,42557,826,28506,False,True,False,Business,Media & News Company,1,dataset_tweet-scraper_2026-07-19_23-04-25-133.json,tweet-scraper,,2026-07-19 23:04:25.133000+00:00,2026-07-19 23:04:25.133000+00:00,False,,,"The tweet mentions 'daylight savings time' in the context of a fictional or satirical program (@DOGE), and does not express a genuine opinion or stance on US daylight saving time policy. It appears to be unrelated to actual policy discussions or public opinion on DST.",qwen/qwen3-8b,
1864060923612143640,1864060923612143640,,,,,False,False,False,False,False,False,2024-12-03 21:35:31+00:00,"BREAKING: Elon Musk and Vivek Ramaswamy are reportedly considering putting an end to daylight savings time.

 https://t.co/qsGMLTSThF",en,Twitter for iPhone,4128,515,890,155,653089.0,59,https://x.com/cb_doge/status/1864060923612143640,https://twitter.com/cb_doge/status/1864060923612143640,,,,1,video,https://pbs.twimg.com/amplify_video_thumb/1739737283622846464/img/lf9e5oevYT23Okmw.jpg,,,,,,,1389913567671975937,cb_doge,DogeDesigner,,,2021-05-05 12:03:43+00:00,1887155,1013,58316,116252,33990,False,True,False,Creator,,1,dataset_tweet-scraper_2026-07-19_23-04-25-133.json,tweet-scraper,,2026-07-19 23:04:25.133000+00:00,2026-07-19 23:04:25.133000+00:00,True,"Adopt permanent standard time (clocks stay on winter time all year: earlier sunrises, earlier sunsets)",1.0,"The tweet mentions that Elon Musk and Vivek Ramaswamy are considering ending daylight saving time, which implies support for a policy where clocks stay on standard time year-round, resulting in earlier sunrises and sunsets.",qwen/qwen3-8b,
1864082241246175258,1864082241246175258,,,,,False,False,False,False,False,False,2024-12-03 23:00:13+00:00,"We should not get rid of daylight savings.

We should make daylight savings time the only time.

There’s a MASSIVE difference.",en,Twitter for iPhone,4462,208,479,39,209579.0,70,https://x.com/Austen/status/1864082241246175258,https://twitter.com/Austen/status/1864082241246175258,,,,0,,,,,,,,,221838349,Austen,Austen Allred,CEO https://t.co/m6TigM4CJT: Free AI training for the smartest engineers. Will tweet as I wish and suffer the consequences. Accelerando: @kellyclaudeai,"Austin, TX",2010-12-01 19:13:23+00:00,475163,1555,58936,95635,5168,False,True,False,,,1,dataset_tweet-scraper_2026-07-19_23-04-25-133.json,tweet-scraper,,2026-07-19 23:04:25.133000+00:00,2026-07-19 23:04:25.133000+00:00,True,Keep switching the clocks twice a year,2.0,"The tweet advocates for maintaining daylight saving time (DST) as the only time, implying opposition to ending DST. The phrase 'We should not get rid of daylight savings' directly expresses support for keeping DST, and the mention of a 'MASSIVE difference' suggests a belief in the benefits of DST over standard time.",qwen/qwen3-8b,
1867660483798720561,1867660483798720561,,,,,False,False,False,False,False,False,2024-12-13 19:58:53+00:00,🚨 NEW: Statement from President Donald J. Trump on Daylight Saving Time https://t.co/TL7Bp621pI,en,Twitter for iPhone,4367,740,491,250,2301543.0,102,https://x.com/TrumpWarRoom/status/1867660483798720561,https://twitter.com/TrumpWarRoom/status/1867660483798720561,,,,1,photo,https://pbs.twimg.com/media/GetDT_jWsAAQbcx.jpg,,,,,,,1108472017144201216,TrumpWarRoom,Trump War Room,The official War Room account of President Donald J. Trump's political operation. This account punches back 47x harder.,MAGA Country,2019-03-20 20:54:58+00:00,2596241,325,65205,4421,25231,False,True,False,Creator,,1,dataset_tweet-scraper_2026-07-19_23-11-27-879.json,tweet-scraper,,2026-07-19 23:11:27.879000+00:00,2026-07-19 23:11:27.879000+00:00,False,,,"This tweet is a headline announcing a statement from a political figure (President Trump) about Daylight Saving Time, but it does not include any content or position expressed in the tweet itself. It is merely a link to a statement, not an opinion or stance on DST policy. Therefore, it does not express a position on DST policy and is considered off-topic.",qwen/qwen3-8b,
1867663169457729823,1867663169457729823,,,,,False,False,False,False,False,False,2024-12-13 20:09:33+00:00,"Daylight Saving Time needs to be made permanent.

What needs to be eliminated is the switch back and forth with Standard Time.

Get rid of Standard Time and stick with Daylight Saving Time. https://t.co/pgGmltXelR",en,Twitter Web App,6386,534,1054,142,819381.0,81,https://x.com/RyanSaavedra/status/1867663169457729823,https://twitter.com/RyanSaavedra/status/1867663169457729823,,,,1,photo,https://pbs.twimg.com/media/GetFvoZWwAA9YkI.jpg,,,,,,,812135885328236551,RyanSaavedra,Ryan Saavedra,,USA,2016-12-23 03:20:58+00:00,370213,952,10917,27183,3111,False,True,False,Creator,,1,dataset_tweet-scraper_2026-07-19_23-11-27-879.json,tweet-scraper,,2026-07-19 23:11:27.879000+00:00,2026-07-19 23:11:27.879000+00:00,True,"Adopt permanent daylight saving time (clocks stay on summer time all year: later sunrises, later sunsets)",0.0,"The tweet explicitly calls for making Daylight Saving Time permanent and eliminating the switch back to Standard Time, which aligns with the position of adopting permanent daylight saving time.",qwen/qwen3-8b,
1867664124442030216,1867664124442030216,,,,,False,False,False,False,False,False,2024-12-13 20:13:21+00:00,"BOOM! President Trump comes out AGAINST Daylight Saving Time, calls it ""inconvenient, and very costly to our  Nation.""

Let's go!!

🇺🇸🇺🇸 https://t.co/4WZGtclpme",en,Twitter Web App,19584,1881,1924,300,1919746.0,259,https://x.com/charliekirk11/status/1867664124442030216,https://twitter.com/charliekirk11/status/1867664124442030216,,,,1,photo,https://pbs.twimg.com/media/GetGPwRbUAA48nT.jpg,,,,,,,292929271,charliekirk11,Charlie Kirk,Founder & CEO: @TPUSA + @TPAction • Host: The Charlie Kirk Show • Click the link below to subscribe 🇺🇸,"Phoenix, AZ",2011-05-04 13:37:25+00:00,6186047,182118,71543,37932,12049,False,True,False,,,1,dataset_tweet-scraper_2026-07-19_23-11-27-879.json,tweet-scraper,,2026-07-19 23:11:27.879000+00:00,2026-07-19 23:11:27.879000+00:00,True,"Adopt permanent standard time (clocks stay on winter time all year: earlier sunrises, earlier sunsets)",1.0,"The tweet expresses opposition to Daylight Saving Time (DST), specifically criticizing it as 'inconvenient' and 'very costly.' This aligns with the position of adopting permanent standard time, which would mean keeping clocks on winter time all year, resulting in earlier sunrises and sunsets.",qwen/qwen3-8b,
1867676767156375730,1867676767156375730,,,,,False,False,False,False,False,False,2024-12-13 21:03:35+00:00,"Donald Trump announces plans to eliminate Daylight Saving Time.

This would make Standard Time, which we’re currently in, permanent. https://t.co/7ldXqvl2q6",en,Twitter for iPhone,24203,649,1053,4107,2131246.0,2641,https://x.com/PopBase/status/1867676767156375730,https://twitter.com/PopBase/status/1867676767156375730,,,,2,photo,https://pbs.twimg.com/media/GetSHmhbsAE1Ycn.jpg|https://pbs.twimg.com/media/GetSHmcbsAAQesO.jpg,,,,,,,1138458175663988738,PopBase,Pop Base,"Pop Base is your best source for all pop culture related entertainment, news, award show coverage, chart updates, statistics and more. | email@popbase.tv",,2019-06-11 14:49:15+00:00,5472883,2682,92609,3839,75683,False,True,False,,,1,dataset_tweet-scraper_2026-07-19_23-11-27-879.json,tweet-scraper,,2026-07-19 23:11:27.879000+00:00,2026-07-19 23:11:27.879000+00:00,True,"Adopt permanent standard time (clocks stay on winter time all year: earlier sunrises, earlier sunsets)",1.0,"The tweet explicitly states that Donald Trump plans to eliminate Daylight Saving Time and make Standard Time permanent, which aligns with the position of adopting permanent standard time.",qwen/qwen3-8b,
1867686000711155989,1867686000711155989,,,,,False,False,False,False,False,False,2024-12-13 21:40:17+00:00,"The Republican Party will use its best efforts to eliminate Daylight Saving Time, which has a small but strong constituency, but shouldn’t! Daylight Saving Time is inconvenient, and very costly to our Nation.",en,Twitter for iPhone,414254,39667,27082,8966,79800621.0,10759,https://x.com/realDonaldTrump/status/1867686000711155989,https://twitter.com/realDonaldTrump/status/1867686000711155989,,,,0,,,,,,,,,25073877,realDonaldTrump,Donald J. Trump,45th & 47th President of the United States of America🇺🇸,,2009-03-18 13:46:38+00:00,111763637,53,59836,0,5385,False,True,False,,,1,dataset_tweet-scraper_2026-07-19_23-11-27-879.json,tweet-scraper,,2026-07-19 23:11:27.879000+00:00,2026-07-19 23:11:27.879000+00:00,True,"Adopt permanent standard time (clocks stay on winter time all year: earlier sunrises, earlier sunsets)",1.0,"The tweet criticizes Daylight Saving Time (DST) as inconvenient and costly, and expresses support for eliminating it. This aligns with the position of adopting permanent standard time, which means keeping clocks on winter time all year, resulting in earlier sunrises and sunsets.",qwen/qwen3-8b,
1876440097291431992,1876440097291431992,,,,,False,False,False,False,False,False,2025-01-07 01:25:56+00:00,"🚨 MAKING DAYLIGHT SAVINGS TIME PERMANENT: A bill has been filed in the 119th Congress that will abolish changing our clocks.

HR 139 makes Daylight Savings Time permanent. Should it pass?

This means that we would ""spring forward"" later this year, and never ""fall back"" again. https://t.co/cAFkRfumSL",en,Twitter Web App,60241,5741,8521,1307,3693407.0,1287,https://x.com/EricLDaugh/status/1876440097291431992,https://twitter.com/EricLDaugh/status/1876440097291431992,,,,1,photo,https://pbs.twimg.com/media/Ggp0UuiW0AE6vbS.png,,,,,,,763094579491008512,EricLDaugh,Eric Daugherty,Chief Content Officer @RightLineNews @FLVoiceNews | Marylander-turned-Floridian | Politics & breaking news alerts | “Men must vote” - Charlie Kirk,,2016-08-09 19:28:20+00:00,1152237,2640,91746,167307,50249,False,True,False,Creator,Media Personality,3,dataset_tweet-scraper_2026-07-19_23-04-25-133.json|dataset_tweet-scraper_2026-07-19_23-17-09-066.json,tweet-scraper,1876648843795931626,2026-07-19 23:04:25.133000+00:00,2026-07-19 23:17:09.066000+00:00,True,"Adopt permanent daylight saving time (clocks stay on summer time all year: later sunrises, later sunsets)",0.0,"The tweet discusses a bill (HR 139) that would make Daylight Saving Time permanent, meaning clocks would not 'fall back' again. This directly expresses support for adopting permanent DST.",qwen/qwen3-8b,
